Auction Date,Property Address,Final Judgment,Assessed Value,Plaintiff Max Bid,Case #,Parcel ID,Case Link,Parcel Link
05/21/2026 09:00 AM ET,"8345 SUNCOAST DR NORTH FORT MYERS, FL- 33917","$25,156.91","$91,250.00","$25,156.91",23-CC-003560,24-43-24-03-00018.0440,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=23-CC-003560&bypassPage=1,https://pcpao.gov/Parcel-Details/24-43-24-03-00018.0440
05/21/2026 09:00 AM ET,"3689 LIBERTY SQ FORT MYERS, FL- 33908","$666,289.29","$173,623.00",Hidden,24-CA-007196,34-45-24-02-00000.0040,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=24-CA-007196&bypassPage=1,https://pcpao.gov/Parcel-Details/34-45-24-02-00000.0040
05/21/2026 09:00 AM ET,"1717 CHIQUITA BLVD N CAPE CORAL, FL- 33993","$463,576.66","$331,401.00","$463,576.66",25-CA-002390,34-43-23-C4-02939.0090,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-002390&bypassPage=1,https://pcpao.gov/Parcel-Details/34-43-23-C4-02939.0090
05/21/2026 09:00 AM ET,"227 SE 45TH TER CAPE CORAL, FL- 33904","$7,762.70","$382,343.00","$313,283.48",25-CA-003281,Property,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-003281&bypassPage=1,https://pcpao.gov/Parcel-Details/Property
05/21/2026 09:00 AM ET,"5913 UNTERMEYER CT NORTH FORT MYERS, FL- 33903","$383,145.22","$261,848.00","$383,145.22",25-CA-003434,16-44-24-17-00003.1410,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-003434&bypassPage=1,https://pcpao.gov/Parcel-Details/16-44-24-17-00003.1410
05/21/2026 09:00 AM ET,"954 MARILYN AVE S LEHIGH ACRES, FL- 33974","$208,251.21","$238,308.00",Hidden,25-CA-003661,25-45-27-L2-07042.0340,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-003661&bypassPage=1,https://pcpao.gov/Parcel-Details/25-45-27-L2-07042.0340
05/21/2026 09:00 AM ET,"10309 SILVER POND LN LEHIGH ACRES, FL- 33936","$232,950.69","$271,552.00",Hidden,25-CA-003746,05-45-27-L3-01000.3540,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-003746&bypassPage=1,https://pcpao.gov/Parcel-Details/05-45-27-L3-01000.3540
05/21/2026 09:00 AM ET,"203 CHIQUITA BLVD S CAPE CORAL, FL- 33991","$393,337.27","$273,016.00","$168,960.00",25-CA-004623,15-44-23-C1-03633.0150,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-004623&bypassPage=1,https://pcpao.gov/Parcel-Details/15-44-23-C1-03633.0150
05/21/2026 09:00 AM ET,"9954 BARDMOOR CT NORTH FORT MYERS, FL- 33903","$239,070.39","$168,042.00","$239,070.39",25-CA-005049,09-43-24-08-00001.0020,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-005049&bypassPage=1,https://pcpao.gov/Parcel-Details/09-43-24-08-00001.0020
05/28/2026 09:00 AM ET,"403 SW 28TH PL CAPE CORAL, FL- 33991","$278,824.04","$262,843.00",Hidden,25-CA-001244,17-44-23-C4-03930.0220,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-001244&bypassPage=1,https://pcpao.gov/Parcel-Details/17-44-23-C4-03930.0220
05/28/2026 09:00 AM ET,"3350 NORTH KEY DR 603 NORTH FORT MYERS, FL- 33903","$116,126.02","$210,354.00","$116,126.02",25-CA-001366,11-44-24-17-0000A.6030,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-001366&bypassPage=1,https://pcpao.gov/Parcel-Details/11-44-24-17-0000A.6030
05/28/2026 09:00 AM ET,"2153 NW 18TH AVE CAPE CORAL, FL- 33993","$452,901.26","$367,985.00","$452,901.26",25-CA-002710,33-43-23-C2-03879.0170,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-002710&bypassPage=1,https://pcpao.gov/Parcel-Details/33-43-23-C2-03879.0170
05/28/2026 09:00 AM ET,"10721 FIGTREE CT LEHIGH ACRES, FL- 33936","$4,553.80","$185,485.00","$267,221.85",25-CA-003295,Property,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-003295&bypassPage=1,https://pcpao.gov/Parcel-Details/Property
05/28/2026 09:00 AM ET,"318 SE 46TH LN CAPE CORAL, FL- 33904","$191,225.79","$354,890.00","$191,225.79",25-CA-003443,12-45-23-C4-00225.0290,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-003443&bypassPage=1,https://pcpao.gov/Parcel-Details/12-45-23-C4-00225.0290
05/28/2026 09:00 AM ET,"428 SW 28TH AVE CAPE CORAL, FL- 33991","$127,385.44","$55,718.00","$127,385.44",25-CA-003914,17-44-23-C4-03930.0530,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-003914&bypassPage=1,https://pcpao.gov/Parcel-Details/17-44-23-C4-03930.0530
05/28/2026 09:00 AM ET,"336 SW 31ST PL CAPE CORAL, FL- 33991","$340,676.65","$339,791.00","$340,676.65",25-CA-003949,17-44-23-C1-03941.0380,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-003949&bypassPage=1,https://pcpao.gov/Parcel-Details/17-44-23-C1-03941.0380
05/28/2026 09:00 AM ET,"1444 SANDPIPER CIR SANIBEL, FL- 33957","$442,609.50","$407,804.00","$442,609.50",25-CA-003996,19-46-23-T1-00400.022B,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-003996&bypassPage=1,https://pcpao.gov/Parcel-Details/19-46-23-T1-00400.022B
05/28/2026 09:00 AM ET,"3828 TILBOR CIR FORT MYERS, FL- 33916","$15,397.08","$271,750.00","$15,397.08",25-CA-004039,32-44-25-P1-01100.1170,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=25-CA-004039&bypassPage=1,https://pcpao.gov/Parcel-Details/32-44-25-P1-01100.1170
06/04/2026 09:00 AM ET,"3427 CEITUS PKWY CAPE CORAL, FL- 33991","$1,119,377.77","$560,819.00",Hidden,07-CA-012381,18-44-23-C3-05327.0190,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=07-CA-012381&bypassPage=1,https://pcpao.gov/Parcel-Details/18-44-23-C3-05327.0190
06/04/2026 09:00 AM ET,"1215 BISCAYNE DR CAPE CORAL, FL- 33909","$163,900.94","$159,216.00","$163,900.94",24-CA-005954,08-44-24-01-00002.0020,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=24-CA-005954&bypassPage=1,https://pcpao.gov/Parcel-Details/08-44-24-01-00002.0020
06/04/2026 09:00 AM ET,"27041 EDGEWOOD ST BONITA SPRINGS, FL- 34135","$315,836.66","$303,297.00","$315,836.66",24-CA-006440,35-47-25-B1-02600.0350,https://lee.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=24-CA-006440&bypassPage=1,https://pcpao.gov/Parcel-Details/35-47-25-B1-02600.0350
